id,text,category
682,群友都装双非，只有鼠鼠真双非,0
683,呆不了一点,0
684,"[CQ:reply,id=-698303775][CQ:at,qq=390104198] [CQ:at,qq=390104198] 门都关了，不让进",0
685,所以还要去吗,0
686,我就是小班的，孬的一批,0
687,那东西把你们当小白鼠,0
688,只是小班单独上课,0
689,你们名额怎么分的,0
690,这啥情况,0
691,转专业不换吧,0
692,"我听另一个学长说不用[CQ:face,id=344]",0
693,不能,0
694,专业分流不换,0
695,"虽然说挂一门科不影响保研，但是影响保外[CQ:face,id=263]",0
696,跑步几秒钟排队两小时是吧,0
697,"[CQ:reply,id=1077040584]谢谢",0
698,"[CQ:face,id=344][CQ:face,id=344]",0
699,我12：40来的,0
700,热死,0
701,这学年总的及格了就得了呗,0
702,"[CQ:reply,id=-1078682732][CQ:face,id=277]",0
703,测不了一点,0
704,不要紧的，你可以给别人代排,0
705,理论上可以,0
706,也是考试吗,0
707,400米的人,0
708,"[CQ:face,id=187]",0
709,测完没成绩,0
710,有空调啊,0
711,46面,0
712,不是说学校有要求吗，教室得有一定的人数,0
713,为啥呀,0
714,都大三了，不会小学期还签到吧,0
715,主要是太热了,0
716,小学期蚊子吃人吗,0
717,"看到小学期课表排了周一到周五的所有下午[CQ:face,id=267]",0
718,软测是做个web项目就行,0
719,没啥用,0
720,小学期可能没事还有考试,0
721,https://github.com/NAOSI-DLUT/DLUT_SE_Courses,0
722,这会引体立定跳还能测么,0
723,管理快来,0
724,卧槽,0
725,阶段就是让没及格的有个及格的机会吧,0
726,我是有上学期的,0
727,国奖应该要求更严格,0
728,"反正我们期末考过了总分就过了，躺了[CQ:face,id=229]",0
729,我超 慈善大使,0
730,所以应该几点去,0
731,再别来了,0
732,出暑假社会实践躺平床位，啥也不用干，安安心心开摆，快快乐乐结项。,0
733,"弯不可以嘛[CQ:face,id=107]",0
734,"[CQ:reply,id=-440396641][CQ:at,qq=1416690753] 结",0
735,"[CQ:reply,id=1593400568][CQ:at,qq=2269261604] 挤一挤，给我腾个地儿",0
736,午睡了家人们,0
737,也有工作的,0
738,嗯,0
739,"[CQ:reply,id=-385088807][CQ:at,qq=2427692983] [CQ:at,qq=2427692983] 不是",0
740,去年线上的时候清北啥的都跟你抢,0
741,科大怎么可能找不到工作。。,0
742,"之前答辩有点水[CQ:face,id=342][CQ:face,id=342]",0
743,二辩吧,0
744,真别来了，答辩已经挂了，别的学院处处为学生想，我们真的是三不管,0
745,有些导师  一样的,0
746,下午能测50吗,0
747,先研＞科学岛,0
748,xdu还去科学岛？,0
749,生医?,0
750,大部分人选了嵌入式，毕业不一定干这行,0
751,"[CQ:reply,id=-861594741]就算有，估计也不会给",0
752,好像是我记得,0
753,那就不知道了，我大三,0
754,这么热的天这么早去排,0
755,“王源演唱会穿过的婚纱”,0
756,"[CQ:reply,id=-1138206935][CQ:at,qq=2412211399] [CQ:at,qq=2412211399] 好家伙",0
757,好想吃苦瓜啊,0
758,回家平地多舒服,0
759,吃饭去了 还得实验呢,0
760,让老师给个面子,0
761,"[CQ:face,id=176][CQ:face,id=176]",0
762,只能重修,0
763,啊啊啊，如果正考记错时间没去怎么办,0
764,八级大狂风,0
765,食堂一楼这逼雪糕是一点也不照顾穷逼,0
766,是,0
767,"反正都没考到[CQ:face,id=344]对我来说没用",0
768,我是20多天前去测的,0
769,可以,0
770,ustb>ustc,0
771,是吧,0
772,群里面志愿者是这样说的,0
773,啊啊？可以吧,0
774,科大是不是在本部那种学院,0
775,是,0
776,speexx考完就能下课嘛,0
777,"[CQ:reply,id=-1344411546][CQ:at,qq=2442620881] [CQ:at,qq=2442620881]密码是啥",0
778,官网已经开了,0
779,收软国往年C++期末题,0
780,上学期测了这学期可以不测吗,0
781,不用带,0
782,确实模拟面试,0
783,招的也多,0
784,"[CQ:reply,id=-2115420553]卧槽，皱皮",0
785,"[CQ:reply,id=-1114386450][CQ:at,qq=765393697] [CQ:at,qq=765393697] 听说不高",0
786,速速回来被我歧视,0
787,人民群众认可的文化才算是文化,0
788,群里几十个985，几百个211,0
789,琳琳,0
790,"[CQ:reply,id=287736034][CQ:at,qq=927738956] [CQ:at,qq=927738956] 电科好像就不在",0
791,我忘了哪个学院了,0
792,不要慌,0
793,要高考了好紧张,0
794,收数据库系统概念（薄的,0
795,不知道啊,0
796,"妈妈生的[CQ:face,id=29]",0
797,收社会主义发展史资料,0
798,早知道伤心总是难免的～,0
799,"[CQ:reply,id=86028649][CQ:at,qq=1429941740] [CQ:at,qq=1429941740] 对",0
800,thanks,0
801,"[CQ:face,id=343,type=sticker]",0
802,什么学校,0
803,I am lonely lonely lonely,0
804,"[CQ:reply,id=-1148728725]这不是夜店吗",0
805,下午一堆人挤教室里热的要死,0
806,"[CQ:face,id=317][CQ:face,id=317]",0
807,ok,0
808,我记得这个比亚迪,0
809,"约的今天下午的体测现在可以去吗[CQ:face,id=344]",0
810,"收到啦谢谢[CQ:face,id=63]",0
811,大三小学期考不考试啊,0
812,高中晚上一般十一点多就睡了,0
813,但是我高中也没有午休的习惯,0
814,选早八中午补个觉下午也就没了,0
815,好的谢谢,0
816,?,0
817,我要是被困在半路，第二天我就上门取你小命?,0
818,好像有诶，不过去年的事不大记得了,0
819,我抄，neu✌️,0
820,"[CQ:reply,id=1035161735]小学期选不用考试",0
821,转盘,0
822,"[CQ:reply,id=862509237]不是",0
823,肯定来得及,0
824,轻轨,0
825,"[CQ:at,qq=2422706517] 进群就别想走了哦",0
826,"[CQ:reply,id=-538893609][CQ:at,qq=2135856113] 那你就和这个去万方一对一比对查重",0
827,除非有人跟你做过一模一样的啊,0
828,就不需要查了？,0
829,他给你通过了吗,0
830,扯淡呢,0
831,第二次4.5,0
832,"都是自己个查重[CQ:face,id=178]",0
833,我怀疑你老师在筐你,0
834,不然改啥啊,0
835,关键没抄,0
836,你的论文被别人抄了,0
837,5块钱求信息楼研究生帮忙打印一张纸,0
838,细锁,0
839,6,0
840,万方不准,0
841,老师不想给你发,0
842,总之就是换说法呗,0
843,"[CQ:reply,id=-551099713][CQ:at,qq=2135856113] 使用无敌的ai",0
844,我只能说，知网杂鱼杂鱼～,0
845,我抄，neu✌️,0
846,可以,0
847,我抄，neu✌️,0
848,你最好不是在开玩笑?,0
849,我抄，neu✌️,0
850,大创一般什么时候开始准备合适,0
851,"[CQ:reply,id=-1395775711]所以最后谁吵赢了",0
852,"[CQ:reply,id=-177546609]为啥啊?️",0
853,不然发配金州,0
854,内涵谁呢,0
855,沁园,0
856,软国✌是你们软件的能碰瓷的？,0
857,这多累啊,0
858,???,0
859,kisskiss,0
860,"[CQ:reply,id=-2029728561][CQ:face,id=344]",0
861,自我以上人人平等，自我以下阶级分明,0
862,建议你们修炼下内心，对别人的看法别那么敏感,0
863,没怕死,0
864,是这样的,0
865,不想活啦,0
866,就是不想看父母脸色了,0
867,"[CQ:reply,id=960375861]智齿",0
868,怎么说呢,0
869,长相什么的最好不要乱指指点点,0
870,"[CQ:face,id=232]不想活了",0
871,你有一米六没,0
872,前面人多的时候旁边就有个人说你这个身高什么都看不到吧,0
873,我就一米五,0
874,"[CQ:reply,id=-1610897430]标准",0
875,有啥可哭的……,0
876,"[CQ:reply,id=-1355898998][CQ:at,qq=2684774530] [CQ:at,qq=2684774530] 不主动打电话他们不愿意 觉得“你有钱了就对家里不管不问了” 主动打电话他们还爱搭不理",0
877,真假,0
878,不喜欢该怎么说,0
879,"马铃薯细说[CQ:face,id=277]",0
880,"[CQ:face,id=182]不知道呢",0
881,"我要润了[CQ:face,id=182]",0
882,?,0
883,"[CQ:reply,id=-1864219153][CQ:at,qq=2684774530] [CQ:at,qq=2684774530] 我悟了母单20年",0
884,她比我矮很多,0
885,"感谢，我是想问问难度大不大[CQ:face,id=317]",0
886,唔大创是不是强制报互联网+,0
887,什么公众号！,0
888,"[CQ:face,id=338,type=sticker]",0
889,"[CQ:face,id=294]",0
890,是怎么收服务费的,0
891,不是舰艇学院的学生带我们军训嘛,0
892,但我看老师也挺厉害的,0
893,"[CQ:reply,id=1658613698][CQ:at,qq=2269261604] [CQ:at,qq=2269261604] 扎个辫子直接女装",0
894,能吃吗,0
895,钱多捏,0
896,阿这,0
897,都大学了,0
898,毕业照要拍好看些,0
899,去了,0
900,我借你一小块,0
901,难受着呢,0
902,呃,0
903,"科大允许你报了吗[CQ:face,id=277]",0
904,p我想学生化环材,0
905,收插排,0
906,"[CQ:reply,id=-1984960519][CQ:at,qq=744380395] [CQ:at,qq=744380395] 我比较社恐，不太方便认识",0
907,哈哈哈哈哈哈哈哈哈哈哈哈哈哈啃食,0
908,宿舍吗,0
909,老虎斌斌班c++平均分60.2分,0
910,笑死,0
911,"[CQ:face,id=36]啥也不懂，有没有什么量化的解释",0
912,"[CQ:reply,id=2032872][CQ:at,qq=2788869118] [CQ:at,qq=2788869118] 配电室",0
913,老师发的题和书上的内容多看看,0
914,"c++怎么速成啊xdm[CQ:face,id=5]",0
915,嘉年华有啥好玩的,0
916,按现在这个选的人数-100意愿值你也能选上,0
917,嘶,0
918,"[CQ:reply,id=934491984][CQ:at,qq=108763362] [CQ:at,qq=108763362] 你点一下你的志愿状态试一下",0
919,能甩干,0
920,那填哪个比较好呀,0
921,六级和雅思都有填哪个啊,0
922,"[CQ:reply,id=-2112009955][CQ:at,qq=927738956] [CQ:at,qq=927738956] 我们也是",0
923,"[CQ:reply,id=1657315331][CQ:at,qq=927738956] [CQ:at,qq=927738956] 我们只有七八个比赛加分",0
924,不然校赛都过不了,0
925,这个也没考,0
926,"[CQ:reply,id=-733483365][CQ:at,qq=2667509169] [CQ:at,qq=2667509169] 如果有论文还有专利好像可以试试",0
927,然后那个包扎伤员,0
928,那个徒步走,0
929,我忘了,0
930,"[CQ:reply,id=1043844732][CQ:at,qq=1051820662] 结",0
931,那场大雨毁了我的军训梦,0
932,沉淀,0
933,军训的教官是哪里的,0
934,"要交大作业[CQ:face,id=277]",0
935,学车千万别去安顺,0
936,"这个表有两个表单[CQ:face,id=264]",0
937,看sheet2,0
938,"不累[CQ:face,id=178]",0
939,"取消筛选[CQ:face,id=264]",0
940,我又发了一遍,0
941,那个我感觉和yankong一样,0
942,https://mysupervisor.org/,0
943,"好事不出门，坏事传千里[CQ:face,id=344][CQ:face,id=344][CQ:face,id=344][CQ:face,id=344]",0
944,群主直接被ban了 笑死,0
945,nku 还要做任务,0
946,毕竟两千人大群,0
947,同问,0
948,真这个啊,0
949,给个网址,0
950,还有抢学生女朋友的,0
951,不要指望java课能学到啥,0
952,西索,0
953,啊？,0
954,细说,0
955,喊老师捞一下?,0
956,"有没有经管的同学[CQ:face,id=263]",0
957,"[CQ:reply,id=348086240][CQ:at,qq=276207336] [CQ:at,qq=276207336] 请问当时选的是哪个老师呀",0
958,我还想保存来着,0
959,电气不属于电类吗,0
960,我是傻逼二次元,0
961,"大专变985[CQ:face,id=178]",0
962,。,0
963,"[CQ:reply,id=1389270986]这很明显是爱情来了",0
964,反正我被冻毁了,0
965,"[CQ:reply,id=-1775853850][CQ:at,qq=1066305935] [CQ:at,qq=1066305935] 实名硬冲最抽象了",0
966,"[CQ:face,id=325][CQ:face,id=325][CQ:face,id=325][CQ:face,id=325][CQ:face,id=325]",0
967,四号啥日子,0
968,"[CQ:reply,id=1735749396][CQ:at,qq=1007117412] 往年",0
969,会问你小组成员工作量,0
970,"[CQ:reply,id=-2001218669]用电脑登录就能禁言30天",0
971,请问大二小学期python和JAVA哪个给分高一点,0
972,6的,0
973,自己憋不住了自己解决,0
974,室友帮忙不行吗,0
975,还能变身，跟左慈似的,0
976,不靠谱,0
977,行了行了，老孙说两句啊，都别发了，如果你实在忍不住发，就发私发我，我来遭这个罪,0
978,笑死了,0
979,有推荐吗,0
980,主要最开始就用qq浏览器,0
981,"[CQ:reply,id=-1075437477][CQ:at,qq=927738956] [CQ:at,qq=927738956] 选调去哪呀",0
982,"[CQ:reply,id=-969238273][CQ:at,qq=927738956] [CQ:at,qq=927738956] 哈哈",0
983,确实，咱们群人太多,0
984,确实,0
985,中国平均首次行为年龄：15.9岁,0
986,好像还真装空调,0
987,"[CQ:reply,id=932106528]哪7栋啊",0
988,给你们看个劲爆的,0
989,你怎么做的这么快找到的,0
990,哥们你黑客啊,0
991,想问软国大三小学期选课是怎么搞啊,0
992,难绷,0
993,笑死了,0
994,就这啊,0
995,牛逼,0
996,很好,0
997,出事的概率为淋，放心去吧,0
998,怕别去,0
999,才6个,0
1000,想看的举手,0
1001,没有,0
1002,"amd没cuda[CQ:face,id=317]",0
1003,哥我求你最后一遍,0
1004,我把其他群免打扰了,0
1005,看,0
1006,收藏了已经,0
1007,"[CQ:reply,id=-2081736249][CQ:at,qq=534139438] [CQ:at,qq=534139438] ？！",0
1008,没看到,0
1009,电院截至目前不看,0
1010,哎呀，都不稀看,0
1011,共产主义，有女共享嘛,0
1012,听着像钓鱼,0
1013,1.人很好看 2.裸,0
1014,这叫惊鸿一瞥,0
1015,"[CQ:face,id=129][CQ:face,id=129]",0
1016,☝,0
1017,满五个禁,0
1018,你小子,0
1019,不发我红温了,0
1020,这学期有慕课吗,0
1021,我错过了甚么,0
1022,"[CQ:reply,id=-449903062]因为有人没学",0
1023,请问无机实验考试会考些什么东西呀,0
1024,那个教材是西交出的,0
1025,区别不大,0
1026,想保研的话数计还要多修数应的专业课,0
1027,既然专硕好申请点，学硕和专硕学的还差不太多，咋不申请专硕捏,0
1028,下午一点半到四点半,0
1029,不过我没经济的，我只有计算机的,0
1030,阔以,0
1031,"社会学有考试吗[CQ:face,id=277]",0
1032,没人工费,0
1033,有快感,0
1034,不过比较贵,0
1035,所以女生皮燕子有快感吗，有没有懂哥,0
1036,在学习通里的最后一篇章节就是,0
1037,"[CQ:reply,id=-834301876]？",0
1038,怕疼喵,0
1039,太狠了,0
1040,报了双学位不去上课,0
1041,确实，p是啥意思,0
1042,我从来没试过,0
1043,我也是,0
1044,你给你女朋友口,0
1045,我觉得很恶,0
1046,这不是开玩笑吗？,0
1047,那你室友坐你身上呢,0
1048,？,0
1049,不能接受好兄弟抱我,0
1050,白洁最近的升迁并不理想,0
1051,为啥啊,0
1052,我make love的时候，还挺就久的,0
1053,你就完事了,0
1054,不是哥们儿？,0
1055,跑跑步,0
1056,坏了，我到现在不知道你们说的是啥,0
1057,那时候对灵狐者裙子底下特别好奇,0
1058,启蒙还得是百度贴吧,0
1059,我至今忘不了那天的震撼,0
1060,经济学原理咋都一千一人选了,0
1061,人妖更接受不了,0
1062,顶不住，恶心,0
1063,纯爷们接受不了,0
1064,？,0
1065,"[CQ:face,id=13]",0
1066,你是包皮过长吗，去做个包皮？,0
1067,保修不保这个的吗,0
1068,"qhd165售后得两千块吧[CQ:face,id=185]",0
1069,我也一天两次,0
1070,我越导越想要,0
1071,匿名群，分享你刚编的故事,0
1072,态嗅辣,0
1073,我真顶不住,0
1074,不是,0
1075,时时刻刻想要,0
1076,"[CQ:face,id=182][CQ:face,id=182][CQ:face,id=182][CQ:face,id=182]",0
1077,注意肾体,0
1078,让我们凑一对吧,0
1079,我同学自从做完之后,0
1080,speexx好像是只有大一的时候有,0
1081,我在网上想和哪个妹子聊就和哪个妹子聊,0
1082,说不上快乐,0
1083,我们去年是30,0
1084,"[CQ:reply,id=2085141380]6",0
1085,然后和女同学试过,0
1086,6年纪又有了,0
1087,我看片,0
1088,"[CQ:reply,id=35553044]这种应该类比的是",0
1089,感觉像看我小侄子说上清华还是上北大,0
1090,别讲了哥，我呼吸都是一抽一抽的了,0
1091,谁言人族无大帝,0
1092,"就像他的父辈一样，传承下去这贫穷的痛苦[CQ:face,id=344]",0
1093,我上学期间没学坏纯纯的自制力强,0
1094,"[CQ:reply,id=251887582]好奇你爸干不干你",0
1095,5r,0
1096,听别人说是30％,0
1097,"[CQ:reply,id=-1013579494]阿哲",0
1098,捞我捞我,0
1099,啧,0
1100,佬说得对,0
1101,我赶紧润,0
1102,我也尽量让他出去,0
1103,哈哈哈,0
1104,生俩晚上不得吵死,0
1105,不知道是河蟹还是大闸蟹,0
1106,看公告,0
1107,笑了都是为了脸面,0
1108,说是能捞,0
1109,不知道硕士能不能捞,0
1110,我想去集院,0
1111,后代就能少点竞争,0
1112,"A+[CQ:face,id=79]?",0
1113,你指的是华东还是华中还是华南,0
1114,speexx大一等级多少算满分啊,0
1115,华师电信比厦大好吗,0
1116,好的好的，感谢,0
1117,考研还排名靠后，就怕遇到水平不行又push还要抢一作的,0
1118,但是打算继续混学术圈,0
1119,还有一天？,0
1120,只能怀才不遇了,0
1121,c语言跟c++考得内容相似吗,0
1122,确实是这样的,0
1123,你自己看啊,0
1124,"我可以加价[CQ:face,id=277]",0
1125,老一点的老师,0
1126,我反正嗯混三年 有人收留我就行,0
1127,最重要的就是人品好不好,0
1128,都是自学,0
1129,疫情就开始扩的,0
1130,组里不方便打游戏,0
1131,"[CQ:face,id=264][CQ:face,id=2]",0
1132,也拿不到导师的人脉,0
1133,还能实习两年,0
1134,十元求观后感,0
1135,被刷了,0
1136,纠结,0
1137,浙大信电直博是强还是弱,0
1138,"[CQ:face,id=343][CQ:face,id=343][CQ:face,id=343]",0
1139,也可能直接不签到,0
1140,直接润了,0
1141,。。。。。。,0
1142,"[CQ:at,qq=1786263950] 佳名你身边谁考本校啊？能不能来个姓氏首字母，我推测一下",0
1143,"软院报录比也不低了[CQ:face,id=344]",0
1144,首先要有展示自己的机会。学校辣鸡人家都不来,0
1145,是不了一点,0
1146,8470 9126,0
1147,那也是,0
1148,没考虑过,0
1149,山神跟我想法一样,0
1150,我主要是想平移一下,0
1151,不想去,0
1152,点击就入营,0
1153,sci毕业,0
1154,为啥不来一起考华师,0
1155,身边确实一堆本校的,0
1156,复试压力也许小点,0
1157,不可能的,0
1158,反正我是懒得待了,0
1159,把科软分数线卷到400,0
1160,焊了一条歪歪扭扭的斜线,0
1161,硕士毕业就业,0
1162,授课什么水平大家都清楚,0
1163,舍友结了嘛,0
1164,我当时还报了ecnu软院,0
1165,能不能好点啊？,0
1166,开发区还有打印店吗,0
1167,感觉没必要读,0
1168,肯定新加坡好一点,0
1169,硕士进不了高校,0
1170,而且进企业的话也没那么严格,0
1171,南大多吊啊,0
1172,"[CQ:face,id=277]",0
1173,回国真不行,0
1174,南大研究生和新国立研究生你看看哪个好就业吧,0
1175,怎么评的,0
1176,南大含金量高,0
1177,xjtu不是要来沈阳宣讲吗,0
1178,speexx期末能操作？,0
1179,急，怎么选兄弟们,0
1180,周敬尧是吧,0
1181,这大黑楼附近怎么也没车,0
1182,"这是大智慧[CQ:face,id=76]",0
1183,nova8七百出,0
1184,我能拿20w就心满意足了,0
1185,是,0
1186,这种估计是天才少年那水平,0
1187,我还认识一个18的,0
1188,那真的蛮惨的,0
1189,狠狠羡慕,0
1190,因为上学期测了,0
1191,体测中心和50米都不能补测吗,0
1192,30不好说,0
1193,一堆人留到最后一天,0
1194,盘锦校区机房里的题库和主校区一样吗,0
1195,是的,0
1196,可以,0
1197,只能大三测,0
1198,50米好像只能周三,0
1199,放弃保研名额去的,0
1200,我去美团的同学转正以后有21k,0
1201,一般的厂不难找,0
1202,"[CQ:face,id=277]",0
1203,"[CQ:at,qq=2634558875]",0
1204,过几年中小互联网企业还有机会发展吗,0
1205,大物实验,0
1206,群里没几个大四的,0
1207,没毕业证,0
1208,为什么这学期成绩我都看不了了,0
1209,只会八嘎牙路,0
1210,但小学期前就要申请了,0
1211,更新一下 出这些,0
1212,一般转专业是什么时候开始,0
1213,石楠花茶,0
1214,请问怎么有家教需求怎么联系家教中心 是有平台吗,0
1215,懂了，下次如果想女装，不如买童装,0
1216,感觉可以问问日语老师2,0
1217,我感觉考建国以来比较多,0
1218,我字写的太丑了,0
1219,"[CQ:reply,id=1844134430][CQ:at,qq=927738956] [CQ:at,qq=927738956] 让你洗衣做饭带孩子",0
1220,"[CQ:reply,id=633802944][CQ:at,qq=3230877356] [CQ:at,qq=3230877356] 打印吧？",0
1221,b站有个叫果果队长的就是黄黑皮，穿的也超好看的,0
1222,小麦色多健康啊,0
1223,我们本来就是黄皮肤,0
1224,"它为什么全是日语，一点教程都没有[CQ:face,id=344]",0
1225,我想通了,0
1226,你能比黑人还黑吗,0
1227,嗯,0
1228,"我导估计也说不上话[CQ:face,id=344]",0
1229,我联系的华科老师要么说没名额了,0
1230,啥意思,0
1231,"确实，因为oq了[CQ:face,id=277]",0
1232,"你选了经管也不能让你上吧[CQ:face,id=277]",0
1233,期末不重要，反正这点课已经不影响绩点跑,0
1234,"[CQ:face,id=344][CQ:face,id=344]鼠鼠我主要等着暑假的预推免",0
1235,"[CQ:reply,id=-749570548][CQ:at,qq=3200463947] [CQ:at,qq=3200463947] 可以吧",0
1236,确实,0
1237,冲突的我也报了,0
1238,就没必要,0
1239,还有必要报名吗,0
1240,管理人都不在,0
1241,可还是听见了你说不可能,0
1242,光电器件，光纤,0
1243,确实,0
1244,还得是联系老师,0
1245,"[CQ:reply,id=972512193][CQ:at,qq=2596630683] 电信院",0
1246,你?电信还是挺好去华武的吧,0
1247,刚给了100个意愿值希望能保佑我一下,0
1248,游乐园好玩吗,0
1249,"随缘随心先追求一时的快乐[CQ:face,id=317]",0
1250,"[CQ:face,id=344][CQ:face,id=344]",0
1251,"[CQ:face,id=318][CQ:face,id=318]",0
1252,以往外校只招直博,0
1253,"[CQ:reply,id=991166755][CQ:at,qq=2503298807] [CQ:at,qq=2503298807] 太迷了",0
1254,单独咩？,0
1255,"就算有时候会有一种自己是不是开始喜欢对方的错觉[CQ:face,id=342]",0
1256,人机所的bar也很迷,0
1257,我感觉我是没办法和朋友突然转变成恋人,0
1258,"最后去了西交[CQ:face,id=300]",0
1259,?,0
1260,学硕留给本校,0
1261,那你们当初和平分手？,0
1262,线下见面打个招呼,0
1263,我们一直联系着的,0
1264,群友们怎么说？,0
1265,uestc才一个啊,0
1266,不知道今年加不加ChatGPT的内容,0
1267,有成就感,0
1268,当黄毛吧,0
1269,劝不了  没恋爱过,0
1270,我现在还在想怎么样向外校老师套磁呢,0
1271,你还能去外校,0
1272,至少大家是自由的,0
1273,坏了这下子我是微生物了,0
1274,USTC,0
1275,"[CQ:reply,id=-465434505]大四",0
1276,要不一起疯狂之后再死吧,0
1277,比赛项目里队员不积极怎么办,0
1278,15r找个同学帮忙从宿舍拿东西到旋转门,0
1279,"北化也一般啊，为啥我前5%也没入空天院啊[CQ:face,id=5]",0
1280,北交肯定oq了?,0
1281,15r找同学从宿舍拿个东西到生活区门口 急,0
1282,你问问你前几届学长学姐干了啥,0
1283,100求代跑腿送东西送到大连医科大学第一附属医院金普院区,0
1284,什么原因？,0
1285,唉,0
1286,要么试试摆烂,0
1287,你大几了呀,0
1288,推荐用摆烂的心理面对世界,0
1289,别的方面至少还说得过去，不上不下,0
1290,出软件22年数据库，操作系统期末真题,0
1291,得汉语英语结合看,0
1292,非数还行，数出问题了,0
1293,在北上租房多少有点难顶,0
1294,往年经验吧,0
1295,被杀是吧,0
1296,"[CQ:reply,id=-1279700292][CQ:at,qq=2856538959] [CQ:at,qq=2856538959] 你为什么不战而降？?",0
1297,主校区没算,0
1298,所以其实是4个进了决赛，4/900的比例还是挺大的,0
1299,国外大学毕业,0
1300,没六级现在都不能工作,0
1301,好的谢谢?,0
1302,"[CQ:reply,id=462155879][CQ:at,qq=1291419457] [CQ:at,qq=1291419457] 差不多这样",0
1303,怎能 还突然有这个,0
1304,好好好,0
1305,华科的机械和ai就贴的很近（听说的）,0
1306,白交30块钱,0
1307,密码在哪啊,0
1308,春令营前一阵就截止了,0
1309,没书读了,0
1310,"那有啥理由要我[CQ:face,id=344]",0
1311,没书读了,0
1312,空天一年收七八批,0
1313,求社会主义发展史复习资料,0
1314,没进群,0
1315,好像是只发入营不发好人卡,0
1316,不要考虑恩比德这个不存在的人,0
1317,呃呃点错了,0
1318,如果阿德巴约除去,0
1319,"[CQ:reply,id=1365705215][CQ:at,qq=1587313370] 结",0
1320,志愿能不能替做啊,0
1321,"[CQ:face,id=107]没收到就是没入吗，那鼠鼠就放弃幻想了",0
1322,永久失去呼吸权,0
1323,热火可不是76人,0
1324,只能说绿军今年伪强队了,0
1325,布朗这场纯战犯,0
1326,今年没开么？,0
1327,馆里没办法,0
1328,收离散往年考试题（有去年前年的优先）,0
1329,空天院是啥,0
1330,今天是马丁的早晨,0
1331,绿军要完了,0
1332,那你们实习都咋整的啊，线下了，这没法翘啊,0
1333,"[CQ:reply,id=-716969286]退课再选",0
1334,大连号手机卡免费改成月租19元,0
1335,包含(30G全国流量+30G视频专属流量+30g本地流量+200g校园流量),0
1336,(200分钟国内通话+3000分钟校园卷语音+赠送3个亲情号互打免费不限时),0
1337,推荐返红包?,0
1338,"收双语离散上期末题[CQ:face,id=297][CQ:face,id=297]",0
1339,"[CQ:reply,id=59977484][CQ:at,qq=1445548086] [CQ:at,qq=1445548086] 自动化",0
1340,寄！,0
1341,现在春令营还是信息,0
1342,目标检测,0
1343,"难蚌，弄那么多干啥[CQ:face,id=264]",0
1344,"[CQ:reply,id=-69195902]运气好1就行",0
1345,有工图c考试题型吗,0
1346,龙王要产业化升级啊,0
1347,学校现在的宣传是增量搬过去,0
1348,酒吧舞✌?,0
1349,你们实验班不限制保内么？,0
1350,我49.2%,0
1351,6,0
1352,"[CQ:face,id=264]",0
1353,圆通,0
1354,收大英四欧洲历史与政治期末题,0
1355,程明松老师给分高吗？,0
1356,A301,0
1357,收拯救者包装盒,0
1358,请问今天有孙伟峰老师的课嘛，几点到几点呀求,0
1359,经调查显示当代年轻人都没有QQ号,0
1360,"那怎样才能成为贾振元儿子[CQ:face,id=343]",0
1361,找一个早八代课,0
1362,希望大家反思一下，为啥比不过卖片哥,0
1363,早上好,0
1364,加油,0
1365,晚安,0
1366,我也都是只用模板,0
1367,"[CQ:reply,id=1706644561][CQ:at,qq=927738956] [CQ:at,qq=927738956] 去下模板",0
1368,当时扔给我让我试试,0
1369,当时我第一次接触论文的时候感觉每天都是暗无天日,0
1370,我们只要是跟计算机一起上的课都没人选,0
1371,不过原来电信计算机二级也用处不大吗,0
1372,每日智商下滑,0
1373,cubemx是真的快,0
1374,不知道是不是我电脑的问题,0
1375,"[CQ:reply,id=-2023202944][CQ:at,qq=1131226480] [CQ:at,qq=1131226480] 俺用",0
1376,玩32的佬有用cubemx的吗,0
1377,感觉如果不是为了加综测，计算机考级没什么意义,0
1378,差点以为自己要失去敲代码能力了,0
1379,算法题真得自己写才能会,0
1380,正则挺好使的,0
1381,不差这一两年,0
1382,这群怎么还有软件佬？,0
1383,是同时发生的,0
1384,cv是啥,0
1385,我们教了也都忘了,0
1386,对了，大家电子系都学java吗,0
1387,"[CQ:reply,id=-1857358719][CQ:at,qq=1208972618] [CQ:at,qq=1208972618] 主要主办方的环境赛道布置光照情况啥的都不知道",0
1388,软件类题目本身难度不低 但是奖是真的好拿,0
1389,"[CQ:reply,id=254697762][CQ:at,qq=1328881456] [CQ:at,qq=1328881456] 难吗",0
1390,噢不对,0
1391,蓝桥杯算法练习赛罢了,0
1392,"[CQ:face,id=64]",0
1393,不在一个学校就当时觉得异地没法谈,0
1394,rc也难,0
1395,萝卜坑是RoboCon，不是RoboCom,0
1396,鉴定为还好没追上,0
1397,好地方,0
1398,robomaster？,0
1399,大学脱单真难,0
1400,rm是萝卜坑不,0
1401,我们学校甚至不能rm,0
1402,"[CQ:reply,id=1058857327][CQ:at,qq=2567111255] [CQ:at,qq=2567111255] xd是真卷[CQ:face,id=264]",0
1403,"[CQ:reply,id=-370385764][CQ:at,qq=1034456463] +1",0
1404,睡了兄弟们，不能睡太晚，还有早八等着我,0
1405,我带闺蜜去过,0
1406,保rk等于保下限是真的,0
1407,你这活可以去接客了啊 有钱拿，还能爽,0
1408,俩人高考都超常发挥,0
